mail,Spam
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Tu paquete de Correos está listo para entrega pero faltan datos. Pulsa premios-ya.org/click,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
¿Quedamos en la puerta del metro a las 14:00 para ir al concierto?,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Tu pedido de AliExpress ya está disponible para recoger en la tienda física.,0
¿Quedamos en la puerta del metro a las 11:30 para ir al concierto?,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en seguridad-banca.com,1
Hola Sofía; te adjunto la propuesta de colaboración que hablamos.,0
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
Oferta de empleo: Buscamos asistente remoto. Sueldo de 1.200 semanales.,1
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Invierta en oro y plata de forma segura con nuestra plataforma en premios-ya.org/click,1
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Tu pedido de Mercado Libre ha sido cancelado. Solicita el reembolso en premios-ya.org/click,1
Tu suscripción a Prime Video se ha renovado correctamente. Gracias por tu confianza.,0
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
¿Me podrías ayudar a configurar el nuevo router este fin de semana?,0
Tu factura de Spotify de este mes ya está disponible para descargar.,0
La presentación del proyecto Marketing ha sido pospuesta para la semana que viene.,0
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
Recibe una tarjeta de combustible de 100€ por ser cliente de Santander.,1
Adjunto el informe de gastos del viaje a Perú para su revisión.,0
Su préstamo de 100 ha sido pre-aprobado. Solicítelo ya en t.co/promo,1
Consiga una suscripción de por vida a Prime Video por un pago único de 10€.,1
Te mando el presupuesto para la reforma del baño. Avísame si tienes dudas.,0
Gana un viaje todo incluido a Colombia respondiendo esta encuesta de 1 minuto.,1
Su acceso a la banca online de CaixaBank ha sido deshabilitado. Entre en seguridad-banca.com,1
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en seguridad-banca.com,1
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
El profesor ha subido una nueva nota al portal de la universidad.,0
Acceda a la preventa exclusiva de la nueva moneda Bitcoin solo por invitación.,1
Hola Ana; te envío los apuntes que me pediste de la clase de ayer.,0
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Descarga la nueva actualización crítica de seguridad para tu PC en seguridad-banca.com,1
Tu cuenta de Amazon Prime ha sido bloqueada temporalmente. Verifica en verificar-cuenta.net,1
Hola Sofía; ¿sabes a qué hora abre la biblioteca hoy?,0
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Te envío la captura de pantalla con el error que me sale en la web.,0
Hola Carlos; ¿te llegó el correo con los detalles del proyecto Marketing?,0
El profesor ha subido una nueva nota al portal de la universidad.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en shrt.url/xyz,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #82853.,0
Su dirección IP está siendo utilizada para actividades ilegales. Protéjase.,1
Hola Carlos; te envío los apuntes que me pediste de la clase de ayer.,0
Hola Juan; ¿te llegó el correo con los detalles del proyecto Alpha?,0
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Tu mascota puede ser la imagen de nuestra nueva campaña de Mercado Libre.,1
Hola Elena; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #69988.,0
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en t.co/promo,1
Ayuda humanitaria: Donación de 100 euros a su nombre. Responda a este mail.,1
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Tu pedido de AliExpress ha sido cancelado. Solicita el reembolso en verificar-cuenta.net,1
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en verificar-cuenta.net,1
Compra seguidores reales para TikTok e Instagram al mejor precio en verificar-cuenta.net,1
Su paquete ha sido entregado en un punto de recogida. Ver dirección: t.co/promo,1
Adjunto envío el reporte de ventas correspondiente al mes de mayo.,0
Tu cita para la revisión del gas es el próximo martes por la mañana.,0
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo lunes.,0
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Su acceso a la plataforma de inversión ha sido bloqueado por seguridad.,1
Recibe 1.200 euros por abrir una cuenta en nuestro nuevo banco digital.,1
Tu pedido de Mercado Libre ya está disponible para recoger en la tienda física.,0
Has ganado un premio de 100 euros en la lotería de Perú. Contacta a admin@verificar-datos.com.,1
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
El dentista me ha pedido que te recuerde tu limpieza de boca anual.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: bit.ly/secure-auth,1
Tu reserva de hotel en Chile ha sido confirmada con éxito.,0
Tu factura de Movistar+ está vencida. Evita el corte del servicio aquí: premios-ya.org/click,1
Gana dinero probando videojuegos desde casa. Regístrate en premios-ya.org/click,1
Descuentos del 90% en suplementos y salud. Visita nuestra farmacia en t.co/promo,1
Hola Juan; te llamé pero no me lo cogiste. Llámame cuando puedas.,0
Gana un viaje todo incluido a Chile respondiendo esta encuesta de 1 minuto.,1
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
El profesor ha subido una nueva nota al portal de la universidad.,0
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Consiga el nuevo perfume de Dior totalmente gratis participando en bit.ly/secure-auth,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
Consigue licencias de Windows y Office por menos de 5 euros en t.co/promo,1
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Su reembolso de impuestos de 500 está listo. Confirme su cuenta: bit.ly/secure-auth,1
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de HBO Max.,1
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Tu suscripción a Netflix se ha renovado correctamente. Gracias por tu confianza.,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Recordatorio: Tienes una cita médica el jueves a las 15:45. Por favor llega puntual.,0
Hola Ana; te envío los apuntes que me pediste de la clase de ayer.,0
Se ha realizado una compra de 500 en IKEA con su tarjeta. ¿No fue usted?,1
Obtenga un cupón de 50€ para gastar en AliExpress por su fidelidad.,1
Tu coche ya está reparado. Puedes pasar a recogerlo por el taller esta tarde.,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
Hola; te escribo para decirte que al final no podré ir al cine; lo siento.,0
Te adjunto el contrato firmado para que podamos proceder con el alta.,0
El gimnasio me ha avisado de que mañana abren en horario especial.,0
¿Me podrías ayudar a configurar el nuevo router este fin de semana?,0
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Usted tiene una herencia sin reclamar de un pariente en España.,1
Ayuda humanitaria: Donación de 15.000 euros a su nombre. Responda a este mail.,1
Gana un viaje todo incluido a Perú respondiendo esta encuesta de 1 minuto.,1
Hola; te mando el contacto del fontanero que vino a mi casa; es muy bueno.,0
Tu suscripción premium ha caducado. Haz clic para renovar con descuento.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de Banco Sabadell.,1
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
Hola Lucía; te envío los apuntes que me pediste de la clase de ayer.,0
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Aviso de embargo: Tienes una deuda pendiente con Bankinter. Paga ahora: shrt.url/xyz,1
Hola jefe; ya he terminado las tareas que me encargó esta mañana.,0
Usted tiene una herencia sin reclamar de un pariente en Chile.,1
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Consigue el nuevo Samsung Galaxy S24 Ultra por solo 1 euro participando aquí.,1
Gana una tarjeta regalo de IKEA de 200 euros completando este test.,1
Adjunto el documento con los cambios que sugeriste en la última reunión.,0
¡Bingo! Tienes un bono de bienvenida de 15.000 para jugar en el casino online.,1
Confirmación de suscripción: Bienvenido al boletín de noticias de Amazon.,0
Tu suscripción a HBO Max se ha renovado correctamente. Gracias por tu confianza.,0
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: seguridad-banca.com,1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Recordatorio: Tienes una cita médica el miércoles a las 15:45. Por favor llega puntual.,0
Tu cita para renovar el DNI es el próximo lunes a las 19:30 en la comisaría.,0
Te envío la presentación para que le eches un vistazo antes de mañana.,0
Felicidades Elena; has sido preseleccionado para el reality show de moda.,1
Trabaje como probador de productos electrónicos para grandes marcas.,1
¿Me puedes decir qué tal te fue en la entrevista de trabajo de ayer?,0
¿Me confirmas si recibiste el paquete que te envié la semana pasada?,0
Recordatorio: Tienes una clase particular de música el miércoles a las 9:00.,0
Hola Pedro; ¿te llegó el correo con los detalles del proyecto Sigma?,0
Invierta en acciones de Tesla y gane dividendos mensuales garantizados.,1
Aviso de embargo: Tienes una deuda pendiente con BBVA. Paga ahora: t.co/promo,1
Confirmación de suscripción: Bienvenido al boletín de noticias de AliExpress.,0
Consigue licencias de Windows y Office por menos de 5 euros en verificar-cuenta.net,1
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Disney+.,1
Confirmación de transferencia de 500 pendiente. Ver detalles: seguridad-banca.com,1
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
¿Buscas pareja? Hay 5 personas cerca de ti queriendo conocerte en t.co/promo,1
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en premios-ya.org/click,1
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Consiga una suscripción de por vida a iCloud por un pago único de 10€.,1
Recordatorio: Tienes una cita médica el miércoles a las 17:45. Por favor llega puntual.,0
Gana dinero enviando correos electrónicos desde casa. Método probado.,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Reciba muestras gratuitas de productos IKEA en su domicilio hoy mismo.,1
Tu crédito de Google Ads está listo para ser usado. Actívalo en t.co/promo,1
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Recordatorio de cita: Peluquería el próximo lunes a las 19:15.,0
Gana dinero compartiendo enlaces en tus redes sociales. Es gratis.,1
Urgente: Alerta de virus detectada en su navegador. Limpie su sistema en t.co/promo,1
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Hola Sofía; ¿te llegó el correo con los detalles del proyecto Alpha?,0
¡Bomba! La noticia que ING no quiere que sepas sobre cómo ahorrar.,1
Adjunto envío el reporte de ventas correspondiente al mes de noviembre.,0
Oferta de préstamo personal sin intereses para nuevos clientes en shrt.url/xyz,1
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
Confirmación de envío: Su paquete de Decathlon llegará mañana entre las 9 y las 14h.,0
¿Te apetece ir a correr un rato por el parque esta tarde?,0
Tu reserva de hotel en Chile ha sido confirmada con éxito.,0
Gracias por participar en nuestro evento. Aquí tienes el certificado de asistencia.,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en verificar-cuenta.net,1
Adjunto envío el reporte de ventas correspondiente al mes de julio.,0
